"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Eef1g4",2.844527e-77,1.122744,0.815,0.382,4.96057e-73,"Basal duct","Eef1g"
"Rpl233",8.728712e-77,0.8573619,0.977,0.776,1.5222e-72,"Basal duct","Rpl23"
"Tgfb21",2.276624e-76,0.704254,0.265,0.036,3.970204e-72,"Basal duct","Tgfb2"
"Cnn33",4.116537e-76,0.9252845,0.55,0.14,7.17883e-72,"Basal duct","Cnn3"
"H3f3b3",5.095216e-76,0.9352426,0.992,0.758,8.885547e-72,"Basal duct","H3f3b"
"Rps27rt2",7.759723e-76,0.8317289,0.504,0.118,1.353218e-71,"Basal duct","Rps27rt"
"Rpl64",8.572341e-76,0.9893605,0.923,0.649,1.494931e-71,"Basal duct","Rpl6"
"Gm1673",1.123814e-75,0.381543,0.104,0.005,1.95982e-71,"Basal duct","Gm1673"
"Gtf2i2",1.914187e-75,0.7730963,0.338,0.058,3.33815e-71,"Basal duct","Gtf2i"
"Fau2",2.524641e-75,0.8401246,0.965,0.707,4.402721e-71,"Basal duct","Fau"
"Rps132",4.484027e-75,0.9744308,0.931,0.614,7.819695e-71,"Basal duct","Rps13"
"Bok",5.671514e-75,0.3759863,0.108,0.006,9.890553e-71,"Basal duct","Bok"
"Npm12",7.53666e-74,1.058935,0.846,0.389,1.314318e-69,"Basal duct","Npm1"
"Rpl145",1.110387e-73,0.9876845,0.935,0.646,1.936404e-69,"Basal duct","Rpl14"
"Tubb5",1.434612e-72,1.1447,0.519,0.134,2.501819e-68,"Basal duct","Tubb5"
"Nop582",1.678138e-72,0.9049301,0.362,0.069,2.926504e-68,"Basal duct","Nop58"
"Cebpb1",2.010549e-72,1.339775,0.585,0.173,3.506196e-68,"Basal duct","Cebpb"
"Sdc1",2.127495e-72,0.5402842,0.177,0.017,3.710139e-68,"Basal duct","Sdc1"
"Rpl94",4.412683e-72,0.845581,0.958,0.761,7.695279e-68,"Basal duct","Rpl9"
"Rplp03",1.421175e-71,0.8067204,0.969,0.818,2.478387e-67,"Basal duct","Rplp0"
"Bcl11a1",1.77104e-71,0.431702,0.169,0.016,3.088516e-67,"Basal duct","Bcl11a"
"Tra2b4",3.042266e-71,0.9081145,0.531,0.141,5.305408e-67,"Basal duct","Tra2b"
"Rps4x3",9.392168e-71,0.8202589,0.973,0.796,1.6379e-66,"Basal duct","Rps4x"
"Rps293",1.005306e-70,0.8250716,0.969,0.718,1.753154e-66,"Basal duct","Rps29"
"Mpzl21",1.132494e-70,0.8952516,0.277,0.043,1.974957e-66,"Basal duct","Mpzl2"
"Ly6e2",2.042825e-70,0.7809272,0.523,0.129,3.562483e-66,"Basal duct","Ly6e"
"Eif4a13",2.661656e-70,1.017724,0.785,0.322,4.641662e-66,"Basal duct","Eif4a1"
"Htra1",3.717074e-70,0.4394956,0.123,0.008,6.482205e-66,"Basal duct","Htra1"
"Nbl11",6.729683e-70,0.6675419,0.196,0.022,1.173589e-65,"Basal duct","Nbl1"
"Egr14",6.745089e-70,0.8905799,0.669,0.204,1.176276e-65,"Basal duct","Egr1"
"Tns32",7.211651e-70,0.654124,0.288,0.046,1.25764e-65,"Basal duct","Tns3"
"Cxcl10",1.005074e-69,1.001844,0.154,0.013,1.752749e-65,"Basal duct","Cxcl10"
"Hcar21",1.233125e-69,0.613089,0.165,0.016,2.150446e-65,"Basal duct","Hcar2"
"Cbr21",2.031402e-69,0.9942423,0.288,0.046,3.542563e-65,"Basal duct","Cbr2"
"Rpl75",1.846634e-68,0.9611218,0.919,0.568,3.220346e-64,"Basal duct","Rpl7"
"Adamts1",1.99003e-68,0.619144,0.177,0.018,3.470413e-64,"Basal duct","Adamts1"
"Rpl27a4",2.060667e-68,0.9600445,0.827,0.39,3.593597e-64,"Basal duct","Rpl27a"
"Net11",2.714696e-68,0.6065244,0.215,0.027,4.734158e-64,"Basal duct","Net1"
"Rps242",7.286077e-68,0.8161467,0.969,0.755,1.270619e-63,"Basal duct","Rps24"
"Cadm1",1.092797e-67,0.5058419,0.192,0.021,1.905729e-63,"Basal duct","Cadm1"
"Tuba1a",1.471752e-67,0.8570191,0.354,0.068,2.566588e-63,"Basal duct","Tuba1a"
"S100a114",1.685437e-67,0.9148931,0.804,0.32,2.939233e-63,"Basal duct","S100a11"
"Gsta42",2.584014e-67,0.6746518,0.454,0.102,4.506263e-63,"Basal duct","Gsta4"
"Zfp36l21",3.196037e-67,0.8575807,0.396,0.083,5.573568e-63,"Basal duct","Zfp36l2"
"Trib14",1.46829e-66,0.9035263,0.365,0.075,2.560551e-62,"Basal duct","Trib1"
"Myl12a2",1.491743e-66,0.9008215,0.742,0.271,2.601451e-62,"Basal duct","Myl12a"
"Pdlim41",1.784708e-66,0.7522881,0.35,0.065,3.112353e-62,"Basal duct","Pdlim4"
"Malat14",3.573066e-65,1.03942,0.935,0.603,6.231069e-61,"Basal duct","Malat1"
"Egr2",4.176439e-65,0.5455072,0.173,0.018,7.283292e-61,"Basal duct","Egr2"
"Acot12",4.774168e-65,0.698997,0.319,0.059,8.325671e-61,"Basal duct","Acot1"
"Rpl283",5.148947e-65,0.9107929,0.923,0.644,8.979248e-61,"Basal duct","Rpl28"
"Rps3a34",9.945535e-65,0.8227814,0.954,0.745,1.734402e-60,"Basal duct","Rps3a3"
"Pnrc12",1.043766e-64,0.9789425,0.715,0.27,1.820223e-60,"Basal duct","Pnrc1"
"Top12",3.454687e-64,0.8248135,0.508,0.137,6.024628e-60,"Basal duct","Top1"
"Cd24a5",5.87057e-64,0.9364561,0.769,0.309,1.023769e-59,"Basal duct","Cd24a"
"Bhlhe403",1.295506e-63,0.9614325,0.338,0.068,2.259233e-59,"Basal duct","Bhlhe40"
"Ppdpf1",1.476674e-63,0.7737924,0.454,0.112,2.575172e-59,"Basal duct","Ppdpf"
"Cdkn1c1",3.796742e-63,0.5492929,0.204,0.025,6.621139e-59,"Basal duct","Cdkn1c"
"Tpm11",6.001902e-63,0.7184591,0.458,0.112,1.046672e-58,"Basal duct","Tpm1"
"Rps32",8.59568e-63,0.7967899,0.958,0.765,1.499001e-58,"Basal duct","Rps3"
"Cd94",2.205517e-62,0.8960509,0.804,0.336,3.846201e-58,"Basal duct","Cd9"
"1110038B12Rik",2.380243e-62,0.5958422,0.223,0.031,4.150906e-58,"Basal duct","1110038B12Rik"
"Hbegf2",2.540933e-62,0.6670532,0.242,0.036,4.431134e-58,"Basal duct","Hbegf"
"Crlf11",5.185526e-62,0.6834839,0.273,0.046,9.043038e-58,"Basal duct","Crlf1"
"Plek2",6.044789e-62,0.3686991,0.131,0.011,1.054151e-57,"Basal duct","Plek2"
"Tspan32",8.00874e-62,0.616715,0.238,0.035,1.396644e-57,"Basal duct","Tspan3"
"Foxa13",9.816552e-62,0.7354728,0.288,0.051,1.711909e-57,"Basal duct","Foxa1"
"Nradd",1.016077e-61,0.3306371,0.112,0.008,1.771936e-57,"Basal duct","Nradd"
"Rpl36-ps3",1.233927e-61,0.4622331,0.165,0.017,2.151846e-57,"Basal duct","Rpl36-ps3"
"Epb41l4aos",1.762839e-61,0.5042879,0.185,0.022,3.074215e-57,"Basal duct","Epb41l4aos"
"Snrpb21",3.326847e-61,0.7345178,0.331,0.066,5.801688e-57,"Basal duct","Snrpb2"
"Rps103",9.925618e-61,0.8754513,0.888,0.533,1.730928e-56,"Basal duct","Rps10"
"Rps121",1.163055e-60,0.9241873,0.9,0.569,2.028252e-56,"Basal duct","Rps12"
"Phgdh2",1.674852e-60,0.8149826,0.342,0.073,2.920775e-56,"Basal duct","Phgdh"
"Thbs12",2.589934e-60,0.5956794,0.192,0.024,4.516586e-56,"Basal duct","Thbs1"
"Hk2",6.782105e-60,0.7567192,0.246,0.039,1.182731e-55,"Basal duct","Hk2"
"Ahnak1",9.719621e-60,0.8099685,0.392,0.091,1.695005e-55,"Basal duct","Ahnak"
"Ier5",9.745049e-60,1.20176,0.423,0.109,1.699439e-55,"Basal duct","Ier5"
"mt-Atp64",1.887202e-59,0.7903405,0.769,0.292,3.291091e-55,"Basal duct","mt-Atp6"
"Itm2b2",4.541001e-59,0.7611809,0.877,0.435,7.919052e-55,"Basal duct","Itm2b"
"Eif3f2",5.034568e-59,0.8718292,0.777,0.337,8.779783e-55,"Basal duct","Eif3f"
"Atpif12",6.121804e-59,0.7703853,0.808,0.33,1.067581e-54,"Basal duct","Atpif1"
"Nedd43",8.011314e-59,0.8008357,0.458,0.122,1.397093e-54,"Basal duct","Nedd4"
"Bcl10",1.125358e-58,0.7035361,0.331,0.067,1.962512e-54,"Basal duct","Bcl10"
"Gm157724",2.546415e-58,0.8101144,0.915,0.579,4.440694e-54,"Basal duct","Gm15772"
"Gm86241",2.811975e-58,0.5792174,0.296,0.055,4.903803e-54,"Basal duct","Gm8624"
"mt-Nd15",6.466238e-58,0.8085663,0.942,0.631,1.127647e-53,"Basal duct","mt-Nd1"
"Tuba1b1",6.494386e-58,0.8679332,0.462,0.123,1.132556e-53,"Basal duct","Tuba1b"
"Zfp36l13",1.251208e-57,0.9172354,0.565,0.178,2.181982e-53,"Basal duct","Zfp36l1"
"Rpl303",6.357208e-57,0.8419359,0.865,0.453,1.108634e-52,"Basal duct","Rpl30"
"Rpl353",6.367232e-57,0.8754758,0.888,0.515,1.110382e-52,"Basal duct","Rpl35"
"Bcam",1.127965e-56,0.5533132,0.2,0.027,1.967058e-52,"Basal duct","Bcam"
"Flna",5.180526e-56,0.5146461,0.185,0.024,9.03432e-52,"Basal duct","Flna"
"Hspe12",7.17592e-56,1.052788,0.769,0.368,1.251409e-51,"Basal duct","Hspe1"
"Gm114782",2.236689e-55,0.6639764,0.373,0.087,3.900561e-51,"Basal duct","Gm11478"
"Ptp4a22",4.830935e-55,0.829658,0.538,0.169,8.424667e-51,"Basal duct","Ptp4a2"
"Set3",4.988114e-55,0.8104869,0.527,0.163,8.698771e-51,"Basal duct","Set"
"Tsc22d15",6.106838e-55,0.8880725,0.777,0.316,1.064972e-50,"Basal duct","Tsc22d1"
"Wdr891",1.113409e-54,0.6566281,0.304,0.061,1.941674e-50,"Basal duct","Wdr89"
"Rpl35a5",1.737494e-54,0.7015403,0.95,0.611,3.030015e-50,"Basal duct","Rpl35a"
"Rpl84",2.934265e-54,0.6973549,0.954,0.767,5.117064e-50,"Basal duct","Rpl8"
"Tmem158",4.222718e-54,0.4317612,0.115,0.01,7.363998e-50,"Basal duct","Tmem158"
"Tspan6",4.882355e-54,0.3732626,0.108,0.008,8.514339e-50,"Basal duct","Tspan6"
"Gadd45a3",6.923011e-54,0.9411116,0.377,0.091,1.207304e-49,"Basal duct","Gadd45a"
"Hnrnpm1",1.065222e-53,0.6767455,0.365,0.085,1.857641e-49,"Basal duct","Hnrnpm"
"Cks2",1.310677e-53,0.9113185,0.238,0.04,2.28569e-49,"Basal duct","Cks2"
"Jmjd1c2",1.320707e-53,0.7583083,0.358,0.085,2.30318e-49,"Basal duct","Jmjd1c"
"Actg15",1.437407e-53,0.8235902,0.95,0.711,2.506694e-49,"Basal duct","Actg1"
"Igfbp2",1.913311e-53,0.3993198,0.112,0.009,3.336623e-49,"Basal duct","Igfbp2"
"Cstb3",2.726217e-53,0.958337,0.538,0.176,4.754249e-49,"Basal duct","Cstb"
"Lmna3",5.027306e-53,0.8743519,0.531,0.169,8.767119e-49,"Basal duct","Lmna"
"Cat3",5.714185e-53,1.501389,0.358,0.087,9.964967e-49,"Basal duct","Cat"
"Phpt12",5.76138e-53,0.5771796,0.273,0.051,1.004727e-48,"Basal duct","Phpt1"
"2810474O19Rik3",7.654464e-53,0.8863518,0.312,0.067,1.334862e-48,"Basal duct","2810474O19Rik"
"Cfl1",1.211429e-52,0.76161,0.723,0.284,2.11261e-48,"Basal duct","Cfl1"
"Eif3e2",1.469319e-52,0.8637615,0.604,0.22,2.562345e-48,"Basal duct","Eif3e"
"Serpinb51",1.609701e-52,0.5222812,0.146,0.016,2.807158e-48,"Basal duct","Serpinb5"
"Ttc32",3.845752e-52,0.6136487,0.273,0.052,6.706606e-48,"Basal duct","Ttc3"
"mt-Nd44",1.140343e-51,0.6832327,0.958,0.68,1.988644e-47,"Basal duct","mt-Nd4"
"Csrnp1",1.796474e-51,0.8209361,0.288,0.06,3.132872e-47,"Basal duct","Csrnp1"
"Ccng2",2.105242e-51,0.5393442,0.2,0.03,3.671332e-47,"Basal duct","Ccng2"
"Impdh21",2.525166e-51,0.6298731,0.335,0.076,4.403637e-47,"Basal duct","Impdh2"
"Atf35",2.568627e-51,0.7912676,0.758,0.329,4.479429e-47,"Basal duct","Atf3"
"Nr4a12",2.807623e-51,0.8713846,0.396,0.105,4.896214e-47,"Basal duct","Nr4a1"
"Junb3",3.097921e-51,0.8766943,0.788,0.351,5.402464e-47,"Basal duct","Junb"
"Sfr1",3.141951e-51,0.7325698,0.481,0.142,5.479248e-47,"Basal duct","Sfr1"
"G3bp11",3.904836e-51,0.7358744,0.412,0.11,6.809644e-47,"Basal duct","G3bp1"
"Itm2c",1.251635e-50,0.7038568,0.373,0.095,2.182726e-46,"Basal duct","Itm2c"
"Tmem176b1",1.261772e-50,0.8612946,0.642,0.245,2.200405e-46,"Basal duct","Tmem176b"
"Sfpq3",1.674127e-50,0.6883358,0.4,0.106,2.919509e-46,"Basal duct","Sfpq"
"Pabpc12",1.943822e-50,0.7855735,0.8,0.402,3.389831e-46,"Basal duct","Pabpc1"
"Fbl",2.648941e-50,0.6227152,0.315,0.069,4.619487e-46,"Basal duct","Fbl"
"Rps202",2.969365e-50,0.7443935,0.927,0.67,5.178276e-46,"Basal duct","Rps20"
"Csrp13",4.21452e-50,0.7713031,0.404,0.107,7.349701e-46,"Basal duct","Csrp1"
"Gm84301",4.494154e-50,0.5605218,0.277,0.055,7.837355e-46,"Basal duct","Gm8430"
"Map1lc3a2",5.971824e-50,0.7668771,0.781,0.353,1.041426e-45,"Basal duct","Map1lc3a"
"Srsf62",6.153142e-50,0.7492469,0.438,0.127,1.073046e-45,"Basal duct","Srsf6"
"Adm",9.152843e-50,0.5641059,0.123,0.012,1.596164e-45,"Basal duct","Adm"
"Ube2s",1.397021e-49,0.8320261,0.512,0.166,2.436265e-45,"Basal duct","Ube2s"
"Ier25",1.430792e-49,0.9152566,0.715,0.301,2.495158e-45,"Basal duct","Ier2"
"Eef1a14",4.603576e-49,0.6006171,0.981,0.879,8.028177e-45,"Basal duct","Eef1a1"
"Klf43",5.380679e-49,0.8060579,0.438,0.127,9.383367e-45,"Basal duct","Klf4"
"Fam213b",7.372568e-49,0.7583456,0.265,0.053,1.285702e-44,"Basal duct","Fam213b"
"Rpl384",8.634628e-49,0.7629815,0.854,0.51,1.505793e-44,"Basal duct","Rpl38"
"Mmp14",9.832824e-49,0.2783393,0.104,0.009,1.714746e-44,"Basal duct","Mmp14"
"Rps215",1.354446e-48,0.7483177,0.877,0.555,2.362018e-44,"Basal duct","Rps21"
"Pik3r2",1.682619e-48,0.3343792,0.131,0.014,2.934319e-44,"Basal duct","Pik3r2"
"Gyltl1b",1.854979e-48,0.3337192,0.119,0.012,3.234898e-44,"Basal duct","Gyltl1b"
"Nav2",4.09567e-48,0.4404426,0.146,0.017,7.142439e-44,"Basal duct","Nav2"
"Rpl121",7.531827e-48,0.7312195,0.877,0.567,1.313475e-43,"Basal duct","Rpl12"
"Rbbp8",8.452152e-48,0.4212283,0.138,0.016,1.473971e-43,"Basal duct","Rbbp8"
"Bhlhe41",8.598524e-48,0.5186553,0.115,0.011,1.499497e-43,"Basal duct","Bhlhe41"
"Tnip1",1.101424e-47,0.568479,0.158,0.02,1.920774e-43,"Basal duct","Tnip1"
"Gm201861",1.321249e-47,0.6794261,0.288,0.061,2.304126e-43,"Basal duct","Gm20186"
"Rpl39-ps1",2.197925e-47,0.5519272,0.246,0.047,3.832961e-43,"Basal duct","Rpl39-ps"
"mt-Cytb4",3.113076e-47,0.5938357,0.985,0.854,5.428894e-43,"Basal duct","mt-Cytb"
"Phlda3",5.200585e-47,0.5537757,0.192,0.03,9.0693e-43,"Basal duct","Phlda3"
"Nfib3",5.634629e-47,0.6870788,0.488,0.154,9.826229e-43,"Basal duct","Nfib"
"Fermt1",1.281396e-46,0.4553625,0.158,0.021,2.234626e-42,"Basal duct","Fermt1"
"Son4",1.471753e-46,0.6962172,0.562,0.199,2.566591e-42,"Basal duct","Son"
"Errfi15",2.207913e-46,1.122087,0.427,0.132,3.85038e-42,"Basal duct","Errfi1"
"Rpl223",2.697807e-46,0.7893475,0.831,0.469,4.704706e-42,"Basal duct","Rpl22"
"Sdc44",3.490621e-46,0.9482729,0.496,0.161,6.087294e-42,"Basal duct","Sdc4"
"Hnrnpc2",3.508764e-46,0.6252582,0.4,0.111,6.118933e-42,"Basal duct","Hnrnpc"
"Etv61",6.311794e-46,0.5951229,0.215,0.038,1.100714e-41,"Basal duct","Etv6"
"Rtn43",7.966959e-46,0.7442597,0.462,0.142,1.389358e-41,"Basal duct","Rtn4"
"Hspa52",8.443423e-46,0.9541766,0.696,0.329,1.472449e-41,"Basal duct","Hspa5"
"Ddx53",1.118037e-45,0.7848542,0.804,0.417,1.949745e-41,"Basal duct","Ddx5"
"Gadd45b4",1.320087e-45,0.8013291,0.438,0.132,2.3021e-41,"Basal duct","Gadd45b"
"Aebp2",3.256552e-45,0.5132635,0.181,0.028,5.679101e-41,"Basal duct","Aebp2"
"Fosb3",4.875736e-45,0.6794259,0.538,0.18,8.502796e-41,"Basal duct","Fosb"
"Cnn2",6.071279e-45,0.4929578,0.188,0.029,1.05877e-40,"Basal duct","Cnn2"
"Fam110c",7.148476e-45,0.4699029,0.108,0.01,1.246623e-40,"Basal duct","Fam110c"
"Runx22",1.726301e-44,0.5679499,0.188,0.031,3.010496e-40,"Basal duct","Runx2"
"Rbm393",1.963216e-44,0.7090391,0.654,0.262,3.423653e-40,"Basal duct","Rbm39"
"Bsg3",2.361753e-44,0.7030148,0.596,0.229,4.118661e-40,"Basal duct","Bsg"
"Dek1",2.826455e-44,0.6894803,0.373,0.102,4.929054e-40,"Basal duct","Dek"
"Ppp1r15a1",3.037327e-44,0.6320715,0.446,0.137,5.296794e-40,"Basal duct","Ppp1r15a"
"Rpsa1",3.236069e-44,0.6562678,0.912,0.666,5.64338e-40,"Basal duct","Rpsa"
"Nap1l11",3.643645e-44,0.652044,0.296,0.07,6.354153e-40,"Basal duct","Nap1l1"
"Uba521",4.902171e-44,0.6292584,0.581,0.21,8.548896e-40,"Basal duct","Uba52"
"Serbp14",1.354322e-43,0.7203125,0.658,0.276,2.361803e-39,"Basal duct","Serbp1"
"Tomm74",2.234155e-43,0.6096631,0.631,0.244,3.896143e-39,"Basal duct","Tomm7"
"Rcan1",2.540577e-43,0.4790282,0.15,0.02,4.430513e-39,"Basal duct","Rcan1"
"Hnrnpa31",3.308054e-43,0.6829654,0.523,0.183,5.768915e-39,"Basal duct","Hnrnpa3"
"2700060E02Rik",4.078197e-43,0.5904056,0.588,0.214,7.111968e-39,"Basal duct","2700060E02Rik"
"Jun5",4.333546e-43,0.7236787,0.796,0.399,7.557271e-39,"Basal duct","Jun"
"Fgfr11",6.716462e-43,0.4938653,0.15,0.021,1.171284e-38,"Basal duct","Fgfr1"
"Mdfi",7.748152e-43,0.4653955,0.127,0.015,1.3512e-38,"Basal duct","Mdfi"
"Dusp13",8.591583e-43,0.7961434,0.573,0.218,1.498286e-38,"Basal duct","Dusp1"
"Aplp24",9.801769e-43,0.714894,0.465,0.151,1.70933e-38,"Basal duct","Aplp2"
"Pfn2",1.441499e-42,0.3196222,0.123,0.014,2.51383e-38,"Basal duct","Pfn2"
"Eif3k1",1.949073e-42,0.7282102,0.623,0.253,3.398988e-38,"Basal duct","Eif3k"
"Ktn12",1.989029e-42,0.6129017,0.281,0.065,3.468669e-38,"Basal duct","Ktn1"
"Zfp364",4.9941e-42,0.8131616,0.508,0.177,8.709211e-38,"Basal duct","Zfp36"
"Gsto12",7.390246e-42,0.8882696,0.304,0.073,1.288785e-37,"Basal duct","Gsto1"
"Ewsr11",1.001634e-41,0.6490476,0.35,0.096,1.74675e-37,"Basal duct","Ewsr1"
"Ripk41",1.079476e-41,0.5404285,0.173,0.028,1.882499e-37,"Basal duct","Ripk4"
"Socs22",1.47721e-41,0.6942963,0.335,0.089,2.576106e-37,"Basal duct","Socs2"
"Ifitm22",2.638944e-41,0.5762074,0.542,0.191,4.602055e-37,"Basal duct","Ifitm2"
"Plscr12",3.716e-41,0.8917179,0.246,0.053,6.480332e-37,"Basal duct","Plscr1"
"Rpl344",3.813105e-41,0.6881444,0.877,0.517,6.649674e-37,"Basal duct","Rpl34"
"Ncl2",4.327915e-41,0.737803,0.558,0.212,7.54745e-37,"Basal duct","Ncl"
"Vasn",5.114443e-41,0.3853297,0.104,0.01,8.919078e-37,"Basal duct","Vasn"
"Btg13",7.78507e-41,0.5957591,0.712,0.302,1.357638e-36,"Basal duct","Btg1"
"Nhp2l12",8.337001e-41,0.7371479,0.462,0.156,1.45389e-36,"Basal duct","Nhp2l1"
"Ppia3",8.945938e-41,0.6374286,0.938,0.725,1.560082e-36,"Basal duct","Ppia"
"Rpl192",1.08877e-40,0.5499307,0.95,0.769,1.898706e-36,"Basal duct","Rpl19"
"H2afv1",1.194595e-40,0.7524389,0.419,0.133,2.083254e-36,"Basal duct","H2afv"
"Eva1a",1.817137e-40,0.3037496,0.108,0.011,3.168905e-36,"Basal duct","Eva1a"
"Fos5",2.319024e-40,0.8339584,0.719,0.349,4.044146e-36,"Basal duct","Fos"
"Syncrip1",3.176693e-40,0.5490106,0.273,0.064,5.539835e-36,"Basal duct","Syncrip"
"Zfp266",4.752275e-40,0.3579878,0.127,0.016,8.287492e-36,"Basal duct","Zfp266"
"Hnrnpk3",7.403226e-40,0.6404221,0.662,0.281,1.291049e-35,"Basal duct","Hnrnpk"
"Cct6a",8.061959e-40,0.6131943,0.362,0.103,1.405925e-35,"Basal duct","Cct6a"
"Foxp13",8.261076e-40,0.6681783,0.358,0.104,1.440649e-35,"Basal duct","Foxp1"
"Hmgb11",9.414056e-40,0.6975101,0.515,0.185,1.641717e-35,"Basal duct","Hmgb1"
"Arl4c1",1.406076e-39,0.5434309,0.235,0.048,2.452056e-35,"Basal duct","Arl4c"
"Naca4",1.81454e-39,0.6210744,0.904,0.609,3.164376e-35,"Basal duct","Naca"
"Gm98431",2.158801e-39,0.5378258,0.273,0.064,3.764734e-35,"Basal duct","Gm9843"
"Snhg12",3.699965e-39,0.5764032,0.215,0.043,6.452369e-35,"Basal duct","Snhg12"
"Snhg5",5.26757e-39,0.432924,0.162,0.026,9.186115e-35,"Basal duct","Snhg5"
"Fas",5.631333e-39,0.3940824,0.104,0.011,9.820481e-35,"Basal duct","Fas"
"Rps2-ps10",6.200937e-39,0.5268474,0.231,0.048,1.081381e-34,"Basal duct","Rps2-ps10"
"Ranbp11",8.732953e-39,0.6648114,0.473,0.164,1.52294e-34,"Basal duct","Ranbp1"
"Ube2i",1.060652e-38,0.5710616,0.385,0.115,1.84967e-34,"Basal duct","Ube2i"
"Frat2",1.37968e-38,0.5030664,0.142,0.02,2.406025e-34,"Basal duct","Frat2"
"Hnrnpu2",2.886282e-38,0.6804457,0.481,0.173,5.033388e-34,"Basal duct","Hnrnpu"
"Vav31",3.470941e-38,0.3992822,0.165,0.027,6.052975e-34,"Basal duct","Vav3"
"Pfdn4",4.457692e-38,0.5516455,0.215,0.043,7.773769e-34,"Basal duct","Pfdn4"
"Sub1",4.897528e-38,0.5485976,0.642,0.266,8.540798e-34,"Basal duct","Sub1"
"Mt14",8.371664e-38,1.197672,0.754,0.411,1.459935e-33,"Basal duct","Mt1"
"Birc3",8.434215e-38,0.6746305,0.158,0.025,1.470843e-33,"Basal duct","Birc3"
"Itpkc",1.620483e-37,0.4209052,0.123,0.016,2.825961e-33,"Basal duct","Itpkc"
"Snrpe2",2.172577e-37,0.6580512,0.512,0.191,3.788758e-33,"Basal duct","Snrpe"
"Myo1b1",3.252676e-37,0.4574244,0.142,0.021,5.672342e-33,"Basal duct","Myo1b"
"Eif1a1",4.105367e-37,0.6964967,0.3,0.081,7.15935e-33,"Basal duct","Eif1a"
"Xrcc5",4.219638e-37,0.371501,0.115,0.014,7.358626e-33,"Basal duct","Xrcc5"
"Foxq13",4.503985e-37,0.8215007,0.285,0.073,7.854499e-33,"Basal duct","Foxq1"
"Mrpl522",5.271227e-37,0.5649533,0.488,0.174,9.192493e-33,"Basal duct","Mrpl52"
"Rpl7a4",5.598098e-37,0.657424,0.831,0.524,9.762522e-33,"Basal duct","Rpl7a"
"Srsf72",5.718881e-37,0.6448279,0.392,0.124,9.973157e-33,"Basal duct","Srsf7"
"Rbm8a2",6.040264e-37,0.6296781,0.404,0.13,1.053362e-32,"Basal duct","Rbm8a"
"Ran1",6.100127e-37,0.793728,0.496,0.192,1.063801e-32,"Basal duct","Ran"
"Hnrnpab2",6.32893e-37,0.6527982,0.435,0.148,1.103702e-32,"Basal duct","Hnrnpab"
"Pdgfa3",1.042003e-36,0.4790362,0.304,0.078,1.817149e-32,"Basal duct","Pdgfa"
"Gm113611",1.267276e-36,0.4229391,0.185,0.034,2.210002e-32,"Basal duct","Gm11361"
"Srpk22",1.384643e-36,0.6752095,0.296,0.079,2.41468e-32,"Basal duct","Srpk2"
"Ythdf2",1.397467e-36,0.4137532,0.196,0.038,2.437042e-32,"Basal duct","Ythdf2"
"Rps26-ps11",1.554003e-36,0.4512678,0.227,0.049,2.710025e-32,"Basal duct","Rps26-ps1"
"Hnrnpa2b14",1.613309e-36,0.5991652,0.6,0.247,2.81345e-32,"Basal duct","Hnrnpa2b1"
"Klf93",1.637265e-36,0.6263472,0.281,0.073,2.855227e-32,"Basal duct","Klf9"
"Hmgn34",1.738386e-36,0.548702,0.335,0.095,3.031571e-32,"Basal duct","Hmgn3"
"Pax92",2.052208e-36,0.5822951,0.212,0.044,3.578845e-32,"Basal duct","Pax9"
"Rpl213",3.040589e-36,0.628712,0.854,0.521,5.302482e-32,"Basal duct","Rpl21"
"Hsp90aa14",3.207725e-36,0.415042,0.75,0.36,5.593951e-32,"Basal duct","Hsp90aa1"
"Nrep",4.65787e-36,0.279394,0.108,0.013,8.122859e-32,"Basal duct","Nrep"
"Sertad1",6.400779e-36,0.5008325,0.258,0.062,1.116232e-31,"Basal duct","Sertad1"
"Eef1b21",7.61345e-36,0.6748107,0.754,0.403,1.32771e-31,"Basal duct","Eef1b2"
"Hif1a1",8.309171e-36,0.7511094,0.246,0.059,1.449036e-31,"Basal duct","Hif1a"
"Uhrf2",1.089179e-35,0.449259,0.204,0.041,1.899419e-31,"Basal duct","Uhrf2"
"Irx3",1.22115e-35,0.4358865,0.154,0.025,2.129563e-31,"Basal duct","Irx3"
"Erf",1.528308e-35,0.4553631,0.131,0.019,2.665216e-31,"Basal duct","Erf"
"Sf3b4",1.573824e-35,0.4282912,0.208,0.043,2.744592e-31,"Basal duct","Sf3b4"
"Cks1b",1.948245e-35,0.5963385,0.185,0.035,3.397545e-31,"Basal duct","Cks1b"
"Rpl54",4.504438e-35,0.6781209,0.677,0.329,7.85529e-31,"Basal duct","Rpl5"
"Gm170561",5.397327e-35,0.4525754,0.158,0.027,9.412398e-31,"Basal duct","Gm17056"
"Magoh",5.964509e-35,0.4659919,0.35,0.103,1.040151e-30,"Basal duct","Magoh"
"Eef25",6.539889e-35,0.6126608,0.842,0.55,1.140491e-30,"Basal duct","Eef2"
"Tra2a2",6.971251e-35,0.5821186,0.315,0.09,1.215716e-30,"Basal duct","Tra2a"
"Odc1",7.506059e-35,0.7569338,0.269,0.07,1.308982e-30,"Basal duct","Odc1"
