"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Car6",0,1.3841292894008,1,0.91,0,"Acinar","Car6"
"Scgb2b26",0,1.36553119610857,1,0.93,0,"Acinar","Scgb2b26"
"Pip",0,1.33940855516966,1,0.968,0,"Acinar","Pip"
"Scgb1b27",0,1.23871372440905,1,0.998,0,"Acinar","Scgb1b27"
"Scgb2b27",0,1.1171973850495,1,0.994,0,"Acinar","Scgb2b27"
"Wfdc12",0,1.01724044443251,0.935,0.522,0,"Acinar","Wfdc12"
"Lpo",0,0.971691634294537,0.479,0.029,0,"Acinar","Lpo"
"Prol1",0,0.931908570100456,0.999,0.913,0,"Acinar","Prol1"
"Kcnn4",0,0.889913647045127,0.518,0.082,0,"Acinar","Kcnn4"
"Oit1",0,0.827538000165276,0.526,0.069,0,"Acinar","Oit1"
"Agt",0,0.710183079451699,0.423,0.036,0,"Acinar","Agt"
"Pigr",0,0.687738365888487,0.352,0.04,0,"Acinar","Pigr"
"Mucl2",0,0.663396639385896,1,1,0,"Acinar","Mucl2"
"Rap1gap",0,0.637618781437661,0.389,0.059,0,"Acinar","Rap1gap"
"Gcnt1",0,0.542951364886507,0.29,0.016,0,"Acinar","Gcnt1"
"Tcn2",1.50373464508082e-305,0.715005071319902,0.544,0.126,2.62236284755644e-301,"Acinar","Tcn2"
"Qsox1",1.55569528686784e-297,0.637755408791951,0.37,0.059,2.71297701076883e-293,"Acinar","Qsox1"
"Derl3",1.03848359232536e-295,0.605995854719384,0.387,0.064,1.81101153665619e-291,"Acinar","Derl3"
"Aqp5",8.22575474613067e-295,0.514715422170173,0.653,0.168,1.43448937017773e-290,"Acinar","Aqp5"
"Etv1",2.7100282760504e-270,0.775328918193044,0.277,0.035,4.7260183106043e-266,"Acinar","Etv1"
"4631405J19Rik",1.57278331486302e-268,0.508112778444022,0.169,0.008,2.74277682278963e-264,"Acinar","4631405J19Rik"
"St3gal1",2.28687338393035e-235,0.391733989271706,0.251,0.032,3.98807849423614e-231,"Acinar","St3gal1"
"St3gal4",1.47483013733458e-233,0.64124594368824,0.398,0.087,2.57195627649778e-229,"Acinar","St3gal4"
"Gne",1.77821094695539e-233,0.45057640900267,0.355,0.068,3.10102207039551e-229,"Acinar","Gne"
"Creb3l1",8.25058135206501e-230,0.344422880824918,0.231,0.027,1.43881888198662e-225,"Acinar","Creb3l1"
"4833423E24Rik",1.03461211904936e-224,0.366646128664293,0.297,0.049,1.80426007441018e-220,"Acinar","4833423E24Rik"
"Bhlha15",1.87087581303417e-184,0.3077312956314,0.218,0.032,3.26262033035029e-180,"Acinar","Bhlha15"
"A630073D07Rik",1.37981185353719e-169,0.406046785952694,0.644,0.235,2.40625389138351e-165,"Acinar","A630073D07Rik"
"Cldn10",1.57841018571388e-163,0.308252899739032,0.569,0.186,2.75258952286644e-159,"Acinar","Cldn10"
"Smco4",5.59620139072378e-163,0.342591454596094,0.463,0.139,9.7592156052832e-159,"Acinar","Smco4"
"P4hb",3.96680949076245e-155,0.409593143957797,0.45,0.142,6.91771907094063e-151,"Acinar","P4hb"
"Gm26917",1.95823428627257e-153,2.40872735227439,0.299,0.078,3.41496477183073e-149,"Acinar","Gm26917"
"Chpt1",5.42083144665987e-150,0.306526977461729,0.437,0.134,9.45338795983015e-146,"Acinar","Chpt1"
"Asns",2.5719553099294e-141,0.253438827596178,0.306,0.078,4.48523286498589e-137,"Acinar","Asns"
"Lrrc26",5.15986919804856e-133,0.296529001785069,0.41,0.131,8.99829589447688e-129,"Acinar","Lrrc26"
"Gfpt1",3.44700399487636e-124,0.284774459662025,0.264,0.067,6.01123026666488e-120,"Acinar","Gfpt1"
"Npdc1",7.55160562736828e-122,0.327057323239112,0.337,0.103,1.31692450535675e-117,"Acinar","Npdc1"
"Scd1",6.39492121789975e-118,0.251950807445185,0.185,0.036,1.11521031118954e-113,"Acinar","Scd1"
"Rrbp1",1.25906023938636e-108,0.335540713402984,0.494,0.194,2.19567515146587e-104,"Acinar","Rrbp1"
"Cpd",2.40934897356484e-108,0.367007955918657,0.336,0.111,4.20166367499972e-104,"Acinar","Cpd"
"2310057J18Rik",8.88919364220759e-107,1.50398118581096,0.228,0.059,1.55018647926458e-102,"Acinar","2310057J18Rik"
"Mgat4a",5.21197099337721e-101,0.282251186061677,0.194,0.046,9.08915621535052e-97,"Acinar","Mgat4a"
"Mup5",5.07166772638529e-100,1.23663097707342,0.865,0.635,8.8444813480433e-96,"Acinar","Mup5"
"Gale",1.55418273652703e-90,0.252152206438575,0.136,0.026,2.71033927422949e-86,"Acinar","Gale"
"Sec61a1",2.33062151533519e-85,0.293249824553323,0.242,0.075,4.06437086059304e-81,"Acinar","Sec61a1"
"Atp2a3",3.37600197449282e-75,0.26595968655081,0.283,0.103,5.88740984331802e-71,"Acinar","Atp2a3"
"Cgnl1",4.73939135053033e-74,0.346372886752048,0.189,0.056,8.26502457618984e-70,"Acinar","Cgnl1"
"Srsf10",4.8539657020095e-64,0.466332440649074,0.26,0.102,8.46483078773436e-60,"Acinar","Srsf10"
"Fam13a",1.02002174222311e-61,0.675276151884405,0.173,0.055,1.77881591626288e-57,"Acinar","Fam13a"
"Bpifa2",1.28232878761297e-54,1.34219894452868,0.72,0.501,2.23625317271825e-50,"Acinar","Bpifa2"
"Gm5886",2.95557577794915e-54,0.819206847571523,0.331,0.15,5.15422859916553e-50,"Acinar","Gm5886"
"Lars2",3.92165822580447e-52,0.806703094125528,0.28,0.124,6.83897977998041e-48,"Acinar","Lars2"
"Clec2d",1.18575953580791e-47,0.395369490933157,0.261,0.117,2.06784605449541e-43,"Acinar","Clec2d"
"Neat1",9.0558219904923e-47,0.625962048979239,0.421,0.233,1.57924479692195e-42,"Acinar","Neat1"
"Nktr",9.089065307998e-44,0.387401016791368,0.255,0.119,1.58504209906177e-39,"Acinar","Nktr"
"Rsrp1",1.03083891211101e-18,0.275131150478056,0.33,0.214,1.79767997883039e-14,"Acinar","Rsrp1"
"Mucl21",0,0.652582792345959,1,1,0,"Acinar/SD","Mucl2"
"Prol11",1.14617287655803e-229,0.522279349661699,0.999,0.915,1.99881087942955e-225,"Acinar/SD","Prol1"
"Scgb2b271",1.36395609080095e-198,0.421362464993829,1,0.994,2.37860302674778e-194,"Acinar/SD","Scgb2b27"
"Fxyd2",4.15946316534826e-198,0.694302036503138,0.913,0.573,7.25368781405083e-194,"Acinar/SD","Fxyd2"
"Scgb1b271",7.96901291822238e-184,0.366141561919641,1,0.998,1.3897161628088e-179,"Acinar/SD","Scgb1b27"
"Mup51",1.37440620263824e-159,0.469335717432653,0.908,0.634,2.39682697678082e-155,"Acinar/SD","Mup5"
"Car61",1.54840256424068e-155,0.31399696080736,1,0.912,2.70025923177932e-151,"Acinar/SD","Car6"
"Scgb2b261",1.33025448778934e-151,0.265722120258642,1,0.931,2.31983080125583e-147,"Acinar/SD","Scgb2b26"
"Gm424181",1.20274298413539e-121,0.370360162875969,0.942,0.722,2.09746349003371e-117,"Acinar/SD","Gm42418"
"Hbb-bs",1.72604383125206e-60,0.755464876705473,0.476,0.306,3.01004783732047e-56,"Acinar/SD","Hbb-bs"
"Ldhb",1.68831445941698e-53,0.70429013108948,0.395,0.227,2.94425158577728e-49,"Acinar/SD","Ldhb"
"Aes",7.04212834129122e-33,0.547688882014658,0.466,0.362,1.22807676143778e-28,"Acinar/SD","Aes"
"Tesc",1.45920271087091e-22,0.344608427760672,0.553,0.46,2.54470360748778e-18,"Acinar/SD","Tesc"
"Slc25a3",1.19424929945341e-20,0.324686069454868,0.6,0.565,2.0826513533168e-16,"Acinar/SD","Slc25a3"
"Cox5a",2.9891796092387e-18,0.273652065867997,0.617,0.576,5.21283032055137e-14,"Acinar/SD","Cox5a"
"Atp5h",1.41826364227255e-15,0.295789995270674,0.592,0.571,2.4733099657591e-11,"Acinar/SD","Atp5h"
"Gm58861",3.66791963454821e-14,0.389550486223071,0.234,0.166,6.39648505068862e-10,"Acinar/SD","Gm5886"
"Slc25a4",6.30603316960367e-14,0.417925906167509,0.365,0.302,1.09970912444718e-09,"Acinar/SD","Slc25a4"
"Prdx5",1.85211844380658e-13,0.339974045289419,0.426,0.372,3.2299093541543e-09,"Acinar/SD","Prdx5"
"Hba-a1",3.54699128104243e-12,0.269698330254351,0.248,0.186,6.1855980950099e-08,"Acinar/SD","Hba-a1"
"Mpc2",8.50397327720274e-11,0.380775935401504,0.411,0.379,1.48300789981139e-06,"Acinar/SD","Mpc2"
"Mpp6",1.06461816367134e-09,0.364966567376463,0.192,0.137,1.85658761562645e-05,"Acinar/SD","Mpp6"
"Atp5f1",1.10907139166756e-09,0.290507005052328,0.498,0.496,1.93410959992906e-05,"Acinar/SD","Atp5f1"
"Ndufb10",7.91709841147451e-08,0.3007907134313,0.399,0.378,0.00138066279197704,"Acinar/SD","Ndufb10"
"Oxct1",9.38094196703204e-08,0.471388967778081,0.258,0.221,0.00163594246963072,"Acinar/SD","Oxct1"
"Mdh1",1.4391589403595e-07,0.256679101601495,0.448,0.44,0.00250974927609293,"Acinar/SD","Mdh1"
"Rn18s-rs5",2.05101712114881e-07,0.359595799539773,0.185,0.141,0.0035767687575714,"Acinar/SD","Rn18s-rs5"
"Klk1",3.67213023264625e-162,1.9175020291426,0.949,0.765,6.40382791271179e-158,"Etv1+","Klk1"
"Atf3",7.30624525823544e-126,1.22843376187264,0.708,0.318,1.27413611058368e-121,"Etv1+","Atf3"
"Krt8",2.65154750835337e-103,0.983646271914636,0.706,0.352,4.62403369981744e-99,"Etv1+","Krt8"
"Krt18",1.64314862992649e-101,0.951954041893873,0.842,0.543,2.86548689572881e-97,"Etv1+","Krt18"
"Klk1b26",1.33489878550469e-88,0.741657159316008,0.972,0.759,2.32792999204163e-84,"Etv1+","Klk1b26"
"Wfdc2",3.10612447138061e-85,1.16504121383799,0.542,0.237,5.41677046564064e-81,"Etv1+","Wfdc2"
"Crisp3",3.300202455262e-84,0.614439317743778,0.943,0.719,5.75522306173139e-80,"Etv1+","Crisp3"
"Cldn4",2.52583222290384e-79,0.988358921040985,0.37,0.117,4.404798813522e-75,"Etv1+","Cldn4"
"Ubc",1.18597663666939e-71,0.793316454241343,0.83,0.623,2.06822465668774e-67,"Etv1+","Ubc"
"Klk1b11",1.78124406422831e-63,0.697180588663583,0.817,0.546,3.10631152360775e-59,"Etv1+","Klk1b11"
"Gm424182",9.09209623162837e-56,0.360079195702992,0.943,0.735,1.58557066183367e-51,"Etv1+","Gm42418"
"Jun",1.42584942661181e-55,0.69478657454189,0.669,0.393,2.48653881506833e-51,"Etv1+","Jun"
"Cracr2a",1.26353466371706e-47,0.797548958995241,0.162,0.039,2.20347810005618e-43,"Etv1+","Cracr2a"
"Stxbp5l",3.6598183960674e-40,0.67177252026079,0.104,0.02,6.38235730090193e-36,"Etv1+","Stxbp5l"
"Klk1b5",2.02094192551321e-39,0.541841345702091,0.517,0.279,3.52432062390248e-35,"Etv1+","Klk1b5"
"Ppargc1a",3.20556467106432e-39,0.896307852067981,0.173,0.051,5.59018422986907e-35,"Etv1+","Ppargc1a"
"Actg1",9.33448020623464e-38,0.466882147044895,0.848,0.709,1.62784000316526e-33,"Etv1+","Actg1"
"Mt1",3.69146932827842e-37,0.779094754629034,0.602,0.408,6.43755336158474e-33,"Etv1+","Mt1"
"Atp1b1",1.47358857325286e-34,0.662080167994275,0.473,0.283,2.56979111289566e-30,"Etv1+","Atp1b1"
"Gm26532",1.97482924696302e-32,0.84388277476355,0.139,0.04,3.44390472377882e-28,"Etv1+","Gm26532"
"Fos",3.25570638662231e-32,0.280176766245628,0.579,0.345,5.67762636763065e-28,"Etv1+","Fos"
"Plet1",2.28108288228256e-30,0.688464518704201,0.427,0.26,3.97798043841256e-26,"Etv1+","Plet1"
"Epcam",6.16411107464833e-30,0.675118404969074,0.445,0.27,1.07495933030792e-25,"Etv1+","Epcam"
"Fosb",1.19926964868593e-29,0.600463105098102,0.354,0.179,2.0914063403434e-25,"Etv1+","Fosb"
"Atp1a1",6.44766592539902e-29,0.816994865443669,0.455,0.3,1.12440846073034e-24,"Etv1+","Atp1a1"
"Klk1b4",4.27248327683194e-27,0.483706392470555,0.502,0.308,7.45078358646721e-23,"Etv1+","Klk1b4"
"Btg2",1.32676567132347e-26,0.383272486677343,0.529,0.335,2.31374665422101e-22,"Etv1+","Btg2"
"mt-Rnr2",1.89956531551779e-26,0.334180367774459,0.94,0.846,3.31265195373148e-22,"Etv1+","mt-Rnr2"
"Mt2",3.31988389415366e-22,0.524364521980398,0.284,0.14,5.78954552301457e-18,"Etv1+","Mt2"
"Klf6",6.41509519586255e-22,0.508320449086813,0.383,0.228,1.11872845120647e-17,"Etv1+","Klf6"
"2810474O19Rik",5.61737108031989e-19,0.756032755999477,0.157,0.068,9.79613342696985e-15,"Etv1+","2810474O19Rik"
"2010111I01Rik",2.77397966298662e-18,0.693569008979446,0.227,0.121,4.83754313428236e-14,"Etv1+","2010111I01Rik"
"Hsp90aa1",5.31803567087085e-18,0.250707642513007,0.512,0.361,9.27412240643167e-14,"Etv1+","Hsp90aa1"
"Vegfa",1.18412894284053e-17,0.553522201871136,0.114,0.043,2.06500246341961e-13,"Etv1+","Vegfa"
"Gm58862",2.29488348296714e-16,0.41755322552435,0.289,0.167,4.0020473059464e-12,"Etv1+","Gm5886"
"Wnt4",2.59718330290083e-16,0.43933226989024,0.134,0.055,4.52922796192876e-12,"Etv1+","Wnt4"
"Rhou",5.71935684138819e-16,0.588191942961397,0.196,0.102,9.97398639569687e-12,"Etv1+","Rhou"
"Cyp2f2",7.37499119358308e-16,0.286424275632259,0.23,0.12,1.28612471424895e-11,"Etv1+","Cyp2f2"
"Tspan8",8.6092446863295e-16,0.424079554514709,0.165,0.076,1.501366180849e-11,"Etv1+","Tspan8"
"Nupr1",1.07662755311812e-15,0.471854185816446,0.556,0.478,1.87753078988268e-11,"Etv1+","Nupr1"
"Chka",7.57681972254186e-15,0.758945117356667,0.251,0.152,1.32132159141408e-10,"Etv1+","Chka"
"Rn18s-rs51",9.50785367268206e-15,0.434558291625506,0.25,0.14,1.65807460197902e-10,"Etv1+","Rn18s-rs5"
"Krt7",2.49624332979358e-14,0.418172231170031,0.299,0.182,4.35319874282703e-10,"Etv1+","Krt7"
"Mucl22",2.86652269411632e-14,0.269917485589108,1,1,4.99892892626945e-10,"Etv1+","Mucl2"
"Scgb1c1",8.66900192799983e-14,0.394231893889769,0.145,0.066,1.51178724622389e-09,"Etv1+","Scgb1c1"
"Klk1b16",4.77522577342825e-13,0.39758015020314,0.351,0.228,8.32751622628152e-09,"Etv1+","Klk1b16"
"Ier2",2.87633105872454e-12,0.439102908268628,0.409,0.305,5.01603373330973e-08,"Etv1+","Ier2"
"Shisa4",8.96094167114412e-12,0.368639572737783,0.106,0.046,1.56269861803082e-07,"Etv1+","Shisa4"
"Cldn7",1.01231807110929e-11,0.570714151587387,0.194,0.115,1.76538148420748e-07,"Etv1+","Cldn7"
"Egf",2.16758707198549e-11,0.631332271758369,0.153,0.082,3.7800550948355e-07,"Etv1+","Egf"
"Dnajb1",2.27865014659283e-11,0.341181113708366,0.297,0.198,3.97373799064324e-07,"Etv1+","Dnajb1"
"Cxcl17",3.38533828590116e-11,0.365833584028183,0.214,0.124,5.90369143678303e-07,"Etv1+","Cxcl17"
"Tubb2a",4.78561418073705e-11,0.45714882042309,0.101,0.045,8.34563256978734e-07,"Etv1+","Tubb2a"
"Unc13b",5.39188310912206e-11,0.418897481983193,0.111,0.051,9.40290495399795e-07,"Etv1+","Unc13b"
"Klk1b8",9.78164369881107e-11,0.368162583816892,0.305,0.2,1.70582084463566e-06,"Etv1+","Klk1b8"
"Dstn",1.4594272641887e-10,0.501532919456494,0.463,0.396,2.54509520601867e-06,"Etv1+","Dstn"
"Hsp90ab1",1.93571172530494e-10,0.258082919868768,0.69,0.627,3.37568767775929e-06,"Etv1+","Hsp90ab1"
"Ndrg2",2.22505231959598e-10,0.301072576733293,0.14,0.071,3.88026874014342e-06,"Etv1+","Ndrg2"
"Neat11",2.53507871281579e-10,0.864206237461221,0.325,0.253,4.42092376727946e-06,"Etv1+","Neat1"
"Serpinb1a",7.64163099589554e-10,0.348553920819666,0.166,0.091,1.33262402937422e-05,"Etv1+","Serpinb1a"
"Ldhb1",1.00954933035008e-09,0.340272656441751,0.338,0.24,1.7605530771975e-05,"Etv1+","Ldhb"
"Malat1",1.50666008355832e-09,0.909083463526052,0.662,0.608,2.62746451971735e-05,"Etv1+","Malat1"
"Marc2",1.5103636636731e-09,0.534792628097786,0.259,0.186,2.63392319307951e-05,"Etv1+","Marc2"
"Tacc2",1.53063125675602e-09,0.449113853830964,0.116,0.059,2.66926784865682e-05,"Etv1+","Tacc2"
"Jund",1.56064085690509e-09,0.252630902955244,0.584,0.488,2.72160159035679e-05,"Etv1+","Jund"
"Mcl1",1.96844802981635e-09,0.459050069064748,0.238,0.161,3.43277651919673e-05,"Etv1+","Mcl1"
"mt-Rnr1",3.22279310706428e-09,0.322779906857126,0.643,0.587,5.62022889940939e-05,"Etv1+","mt-Rnr1"
"Spint1",1.2907592251869e-08,0.439787324479059,0.108,0.056,0.000225095501280344,"Etv1+","Spint1"
"Ddit3",2.01196910652944e-08,0.449934936581343,0.148,0.087,0.000350867292487668,"Etv1+","Ddit3"
"Nabp1",2.72746857357346e-08,0.541085000288269,0.119,0.066,0.000475643244545476,"Etv1+","Nabp1"
"Atp6v0d2",3.87489957265731e-08,0.255968367970749,0.132,0.071,0.000675743736475708,"Etv1+","Atp6v0d2"
"Man2b1",4.00093217647106e-08,0.434938689069408,0.137,0.079,0.000697722562254787,"Etv1+","Man2b1"
"Reep5",6.04067945947868e-08,0.381704683257034,0.46,0.413,0.00105343409093849,"Etv1+","Reep5"
"Gabarapl1",9.89445438852552e-08,0.369114575274858,0.197,0.129,0.00172549390081497,"Etv1+","Gabarapl1"
"Maff",1.03809951329048e-07,0.477781947346602,0.144,0.086,0.00181034174122728,"Etv1+","Maff"
"Pdgfa",5.06107296371471e-07,0.435573470179575,0.134,0.081,0.00882600514142209,"Etv1+","Pdgfa"
"Slc25a31",5.20819920418511e-07,0.376853052266115,0.579,0.568,0.00908257859217841,"Etv1+","Slc25a3"
"Rhob",8.31612491220869e-07,0.402545666761053,0.168,0.111,0.0145024902344007,"Etv1+","Rhob"
"Serpinb6b",9.93960043897755e-07,0.309355575431827,0.103,0.057,0.017333669205533,"Etv1+","Serpinb6b"
"Oxct11",2.50021608996967e-06,0.405484730913952,0.282,0.222,0.0436012683929811,"Etv1+","Oxct1"
"Dcpp3",0,5.6618060699292,0.911,0.056,0,"Bpifa2+","Dcpp3"
"BC048546",0,4.40182727982751,0.899,0.008,0,"Bpifa2+","BC048546"
"Pglyrp1",0,2.6855605946077,0.962,0.04,0,"Bpifa2+","Pglyrp1"
"Mup4",0,1.75977363648935,0.424,0.003,0,"Bpifa2+","Mup4"
"Kcne1",0,0.944354307170409,0.595,0.003,0,"Bpifa2+","Kcne1"
"Mup6",0,0.785163532786231,0.456,0,0,"Bpifa2+","Mup6"
"B3gnt6",0,0.538998553201954,0.253,0,0,"Bpifa2+","B3gnt6"
"Cst10",0,0.371527032629289,0.165,0,0,"Bpifa2+","Cst10"
"Cgref1",9.48198489709193e-253,0.814979697552092,0.19,0.002,1.65356334620386e-248,"Bpifa2+","Cgref1"
"Ceacam10",6.76963141609359e-246,0.387604672832122,0.335,0.01,1.18055602265256e-241,"Bpifa2+","Ceacam10"
"Muc19",1.12705170911568e-242,4.45666513223918,0.335,0.011,1.96546547552683e-238,"Bpifa2+","Muc19"
"Frmpd1os",9.96639006265566e-238,0.337947387426327,0.266,0.006,1.73803876302652e-233,"Bpifa2+","Frmpd1os"
"Snhg18",8.84250796642214e-229,1.11518215887521,0.544,0.034,1.54204496426436e-224,"Bpifa2+","Snhg18"
"Dcpp2",5.15747286541344e-222,6.58863137822692,0.981,0.158,8.9941169299945e-218,"Bpifa2+","Dcpp2"
"Dcpp1",4.55858467979114e-215,6.00846339861045,0.975,0.163,7.94971582308778e-211,"Bpifa2+","Dcpp1"
"Sel1l3",4.20063621790496e-208,0.801159731688197,0.171,0.002,7.32548950040447e-204,"Bpifa2+","Sel1l3"
"Pigr1",2.83841225200071e-204,1.55900856161344,0.728,0.071,4.94990712626404e-200,"Bpifa2+","Pigr"
"Rnaset2b",1.12083247059794e-182,0.378645329442385,0.329,0.014,1.95461974547574e-178,"Bpifa2+","Rnaset2b"
"Olfml3",7.20317283169308e-149,0.252057952736249,0.234,0.009,1.25616131011896e-144,"Bpifa2+","Olfml3"
"Wfdc18",1.91153844215113e-148,2.51887346235175,0.943,0.209,3.33353188926736e-144,"Bpifa2+","Wfdc18"
"St3gal11",9.47210539302e-119,0.934326185121057,0.494,0.054,1.65184045948876e-114,"Bpifa2+","St3gal1"
"Mfsd4a",8.54922167012918e-104,0.584525096880544,0.272,0.018,1.49089876705383e-99,"Bpifa2+","Mfsd4a"
"Fkbp11",4.42940332325572e-85,0.775445894911958,0.582,0.096,7.72443645542565e-81,"Bpifa2+","Fkbp11"
"Fam25c",3.40303634607388e-75,0.834198000325716,0.196,0.013,5.93455508391823e-71,"Bpifa2+","Fam25c"
"Gfpt11",1.42900108686237e-67,1.24265589858511,0.487,0.087,2.49203499537929e-63,"Bpifa2+","Gfpt1"
"Creld2",4.00356508710283e-65,0.318427834258121,0.373,0.051,6.98181715539862e-61,"Bpifa2+","Creld2"
"Galnt12",4.72505585926226e-65,0.34855708175503,0.114,0.005,8.24002491296745e-61,"Bpifa2+","Galnt12"
"Sec23b",2.73784021230648e-64,0.803438404586094,0.354,0.049,4.77451954624127e-60,"Bpifa2+","Sec23b"
"Tcn21",1.61819960774174e-63,0.527244672371285,0.741,0.171,2.82197829594083e-59,"Bpifa2+","Tcn2"
"Gm8797",7.73687000109392e-63,0.264193561454919,0.468,0.076,1.34923275949077e-58,"Bpifa2+","Gm8797"
"Plin2",1.00792501541049e-60,0.260074460148558,0.323,0.041,1.75772043437435e-56,"Bpifa2+","Plin2"
"Creb3l11",3.88863827765824e-57,0.626293425140054,0.335,0.049,6.78139629240821e-53,"Bpifa2+","Creb3l1"
"Manf",1.89254754460541e-55,0.630769230410743,0.772,0.207,3.30041366303738e-51,"Bpifa2+","Manf"
"Bpifa21",3.22822947567864e-55,2.35223540238416,0.88,0.524,5.62970938263599e-51,"Bpifa2+","Bpifa2"
"Txndc5",8.28928098274425e-55,0.541720763862242,0.494,0.099,1.44556771058077e-50,"Bpifa2+","Txndc5"
"Etv11",1.24037203189484e-54,0.344627878491238,0.38,0.062,2.1630847864214e-50,"Bpifa2+","Etv1"
"Mgst1",6.53627105161076e-52,0.258348930623053,0.348,0.053,1.1398603086904e-47,"Bpifa2+","Mgst1"
"Galnt7",1.19904537678454e-51,0.655618998461939,0.247,0.03,2.09101523257457e-47,"Bpifa2+","Galnt7"
"Casc4",3.60864636795333e-51,0.373273602444445,0.108,0.006,6.29311840107381e-47,"Bpifa2+","Casc4"
"Asns1",5.59138786454813e-49,0.390735278398411,0.487,0.101,9.75082129698549e-45,"Bpifa2+","Asns"
"Tcea3",3.17176735047228e-48,0.368508966408406,0.158,0.014,5.53124508248861e-44,"Bpifa2+","Tcea3"
"Fxyd3",1.56467391050982e-47,0.651918245873303,0.892,0.276,2.72863483253807e-43,"Bpifa2+","Fxyd3"
"Gm10039",1.08028296368709e-46,0.31846832701111,0.278,0.04,1.88390546037391e-42,"Bpifa2+","Gm10039"
"Mgat4a1",4.06549111631929e-46,0.347437336951365,0.348,0.061,7.08980995774921e-42,"Bpifa2+","Mgat4a"
"Galnt4",1.1491176083507e-44,0.352371771904069,0.108,0.007,2.00394619720279e-40,"Bpifa2+","Galnt4"
"Xbp1",5.61886333115457e-44,0.470440886497313,0.658,0.178,9.79873576320045e-40,"Bpifa2+","Xbp1"
"Ccl28",1.66347307751496e-43,0.362218995511172,0.215,0.027,2.90093069987834e-39,"Bpifa2+","Ccl28"
"Dnajc10",1.68812024633235e-43,0.826487707339318,0.272,0.042,2.94391289757899e-39,"Bpifa2+","Dnajc10"
"Cldn101",1.77282000945122e-41,0.529153410142192,0.759,0.228,3.09162081448198e-37,"Bpifa2+","Cldn10"
"Ssr3",3.24653082638988e-41,0.346956034026098,0.437,0.095,5.66162510814132e-37,"Bpifa2+","Ssr3"
"Ostc",8.49912484778387e-39,0.407703361663663,0.456,0.106,1.48216238220503e-34,"Bpifa2+","Ostc"
"Bglap3",2.08408765050066e-37,0.89234140012456,0.785,0.307,3.63444045370809e-33,"Bpifa2+","Bglap3"
"Tm9sf3",1.34787033667584e-36,0.665699660805478,0.519,0.141,2.35055108012901e-32,"Bpifa2+","Tm9sf3"
"Cd24a",1.14236973734128e-35,0.831316973136681,0.848,0.312,1.99217858494947e-31,"Bpifa2+","Cd24a"
"Padi2",1.33230036773046e-33,0.343551462100066,0.196,0.028,2.32339861128515e-29,"Bpifa2+","Padi2"
"Kdelr2",1.00201905082426e-30,0.389392144300667,0.361,0.086,1.74742102273242e-26,"Bpifa2+","Kdelr2"
"Vimp",1.28771008055161e-30,0.336379522390073,0.563,0.167,2.24563760947395e-26,"Bpifa2+","Vimp"
"Tmco3",1.54394939966496e-30,0.293129769377667,0.171,0.024,2.69249335807573e-26,"Bpifa2+","Tmco3"
"Rpn1",1.74038786239956e-30,0.301414207404934,0.354,0.083,3.03506239323859e-26,"Bpifa2+","Rpn1"
"Dnajc3",2.59775147541185e-30,0.344434574181936,0.563,0.173,4.53021879797072e-26,"Bpifa2+","Dnajc3"
"Gde11",8.46379064779228e-30,0.325577684129197,0.475,0.133,1.4760004510685e-25,"Bpifa2+","Gde1"
"Magt1",2.03970939353518e-28,0.341998205667808,0.316,0.072,3.557049211386e-24,"Bpifa2+","Magt1"
"Serpinb11",4.25090837918816e-28,0.438702958166759,0.203,0.035,7.41315912246623e-24,"Bpifa2+","Serpinb11"
"Gale1",2.32808519058248e-27,0.354354555584101,0.209,0.037,4.05994776385679e-23,"Bpifa2+","Gale"
"Sec61a11",1.26550815099106e-25,0.433643230257418,0.348,0.093,2.20691966451331e-21,"Bpifa2+","Sec61a1"
"Fgl2",2.32555078468881e-24,0.424002643134781,0.146,0.022,4.05552801341881e-20,"Bpifa2+","Fgl2"
"Kcnk1",4.91364510549484e-24,0.263752494345747,0.247,0.054,8.56890569947245e-20,"Bpifa2+","Kcnk1"
"Tram1",9.99691253146837e-24,0.25125118842542,0.525,0.171,1.74336157636277e-19,"Bpifa2+","Tram1"
"Slc1a5",5.11124120213113e-23,0.312963385584718,0.209,0.043,8.91349353239647e-19,"Bpifa2+","Slc1a5"
"Pdia4",1.0985359416185e-22,0.348401856726646,0.228,0.049,1.91573682858851e-18,"Bpifa2+","Pdia4"
"Lman1",1.63590259666247e-22,0.490363407267391,0.399,0.124,2.85285053831967e-18,"Bpifa2+","Lman1"
"Slc38a1",8.29801113387717e-21,0.371882292560471,0.165,0.031,1.44709016163684e-16,"Bpifa2+","Slc38a1"
"Srm",1.85172183688917e-20,0.260889392917169,0.278,0.074,3.22921771135102e-16,"Bpifa2+","Srm"
"Mansc1",1.42157601518822e-19,0.340310919034338,0.196,0.043,2.47908641288674e-15,"Bpifa2+","Mansc1"
"Epha5",2.13313261917131e-19,0.31790079409523,0.177,0.037,3.71996997457286e-15,"Bpifa2+","Epha5"
"Npdc11",2.72729512929733e-19,0.29200351262881,0.392,0.129,4.75612997598161e-15,"Bpifa2+","Npdc1"
"Prom1",3.58357890716255e-19,0.449742978425017,0.158,0.031,6.24940325620078e-15,"Bpifa2+","Prom1"
"Smim22",4.04279725710288e-19,0.268149149806995,0.348,0.107,7.0502341366617e-15,"Bpifa2+","Smim22"
